BX = 000 Event : 1
0 0 0100110|010|010|000 0x4C90
2 0 0101000|000|001|001 0x5009
2 1 0101100|010|011|010 0x589A
2 2 0101101|001|110|010 0x5A72
2 3 0110000|010|111|101 0x60BD
3 0 0110010|001|000|001 0x6441
4 0 0110110|001|101|001 0x6C69
5 0 0001111|100|000|101 0x1F05
5 1 0010010|010|011|110 0x249E
5 2 0010100|000|101|111 0x282F
7 0 0011101|001|111|000 0x3A78
7 1 0011110|001|111|000 0x3C78
7 2 0100010|100|101|011 0x452B
7 3 0100101|000|001|111 0x4A0F
BX = 001 Event : 2
2 0 0100100|000|011|010 0x481A
2 1 0100110|001|101|011 0x4C6B
3 0 0110010|010|000|100 0x6484
BX = 010 Event : 3
2 0 0011101|010|011|001 0x3A99
2 1 0011111|001|010|011 0x3E53
5 0 0001011|100|110|110 0x1736
BX = 011 Event : 4
2 0 1001100|100|110|101 0x9935
4 0 1100101|000|010|110 0xCA16
5 0 0100001|001|011|100 0x425C
6 0 0101001|010|000|001 0x5281
7 0 0110000|010|001|011 0x608B
BX = 100 Event : 5
3 0 0111010|100|110|010 0x7532
3 1 0111101|100|001|101 0x7B0D
5 0 0010011|010|101|011 0x26AB
BX = 101 Event : 6
2 0 0101010|010|000|010 0x5482
4 0 0110101|000|100|001 0x6A21
5 0 0010111|001|010|100 0x2E54
5 1 0011001|000|010|100 0x3214
6 0 0011011|010|111|001 0x36B9
7 0 0100000|100|100|000 0x4120
BX = 110 Event : 7
2 0 0110000|010|000|110 0x6086
3 0 0110111|001|010|010 0x6E52
4 0 0111011|100|100|000 0x7720
4 1 0111100|001|011|000 0x7858
BX = 111 Event : 8
BX = 000 Event : 9
2 0 1000011|001|000|111 0x8647
3 0 1000100|011|101|000 0x88E8
3 1 1001001|010|011|110 0x929E
4 0 1001100|100|111|000 0x9938
5 0 0010011|100|010|001 0x2711
7 0 0100011|010|100|011 0x46A3
BX = 001 Event : 10
2 0 0011111|011|101|111 0x3EEF
2 1 0100000|100|100|111 0x4127
4 0 0000100|000|010|110 0x0816
4 1 0100110|100|010|101 0x4D15
5 0 0000110|000|010|001 0x0C11
7 0 0010001|010|110|111 0x22B7
BX = 010 Event : 11
1 0 0110000|100|110|101 0x6135
3 0 0111011|010|001|001 0x7689
3 1 0111100|100|101|010 0x792A
3 2 0111101|100|101|010 0x7B2A
4 0 0001100|010|100|111 0x18A7
4 1 0111111|100|000|101 0x7F05
4 2 1000000|000|000|101 0x8005
6 0 0011000|100|011|010 0x311A
6 1 0011001|000|000|011 0x3203
6 2 0011011|000|001|100 0x360C
6 3 0011110|001|010|101 0x3C55
BX = 011 Event : 12
1 0 0101000|010|100|010 0x50A2
3 0 0110111|000|110|100 0x6E34
3 1 0111011|001|001|111 0x764F
3 2 0111100|010|001|111 0x788F
5 0 0011000|010|111|011 0x30BB
5 1 0011011|100|011|111 0x371F
7 0 0100000|001|111|110 0x407E
BX = 100 Event : 13
2 0 0110000|100|101|000 0x6128
2 1 0110011|100|111|100 0x673C
BX = 101 Event : 14
BX = 110 Event : 15
1 0 0110010|100|000|010 0x6502
3 0 0111010|001|011|010 0x745A
3 1 0111101|001|101|011 0x7A6B
4 0 0010000|001|010|111 0x2057
4 1 0111110|010|100|000 0x7CA0
5 0 0010001|010|000|000 0x2280
5 1 0010111|010|010|011 0x2E93
5 2 0011100|100|011|111 0x391F
7 0 0100011|001|100|011 0x4663
7 1 0100100|010|011|100 0x489C
7 2 0100110|100|111|110 0x4D3E
BX = 111 Event : 16
0 0 0101001|001|011|000 0x5258
2 0 0110110|100|011|000 0x6D18
2 1 1000011|001|001|111 0x864F
4 0 0010000|100|000|110 0x2106
BX = 000 Event : 17
1 0 0100101|100|011|010 0x4B1A
1 1 0101011|010|011|111 0x569F
2 0 0101101|010|111|011 0x5ABB
4 0 0111111|000|000|001 0x7E01
4 1 1000000|000|111|010 0x803A
BX = 001 Event : 18
0 0 0011100|000|000|100 0x3804
2 0 0100100|000|010|011 0x4813
2 1 0100101|000|001|101 0x4A0D
3 0 0101011|000|010|010 0x5612
3 1 0110000|010|100|101 0x60A5
4 0 0110001|001|011|101 0x625D
7 0 0011010|000|001|110 0x340E
BX = 010 Event : 19
5 0 0001111|100|010|000 0x1F10
5 1 0010110|000|111|111 0x2C3F
BX = 011 Event : 20
3 0 0111110|100|010|000 0x7D10
3 1 0111111|000|011|000 0x7E18
3 2 1000000|010|110|001 0x80B1
3 3 1000001|010|010|101 0x8295
4 0 1001011|001|000|101 0x9645
4 1 1001101|000|000|110 0x9A06
5 0 0010010|100|111|000 0x2538
BX = 100 Event : 21
2 0 0100111|100|110|000 0x4F30
4 0 0010001|100|110|111 0x2337
6 0 0011001|100|101|001 0x3329
7 0 0011110|000|110|000 0x3C30
BX = 101 Event : 22
0 0 0011101|010|111|000 0x3AB8
5 0 0010000|000|010|000 0x2010
7 0 0011001|010|100|111 0x32A7
BX = 110 Event : 23
2 0 1000011|010|111|110 0x86BE
3 0 1001011|000|100|011 0x9623
3 1 1001100|000|100|011 0x9823
3 2 1001101|001|000|110 0x9A46
4 0 0010011|010|110|111 0x26B7
BX = 111 Event : 24
0 0 0101100|010|011|110 0x589E
4 0 0010010|010|100|111 0x24A7
4 1 1000101|001|110|110 0x8A76
5 0 0001110|001|010|000 0x1C50
5 1 0010011|011|000|000 0x26C0
5 2 0010100|011|000|000 0x28C0
7 0 0100011|100|010|001 0x4711
